location,company,title,salary
"Baltimore, MD 21202 (Barclay area)",Baltimore City Public Schools,Data Analyst - School Support,"$65,908 a year"
"Philadelphia, PA 19106 (Old City area)",Federal Reserve Bank of Philadelphia,Capital Markets Associate/Analyst,
"New Brunswick, NJ",Rutgers University,Data Analyst,
"Allentown, PA 18103",Lehigh Valley Health Network,CRM Data Analyst,
"New York, NY",First Notch Technology LLC,Entry Level Business Analyst,$28 - $35 an hour
,VIRTUA,Investigation Data Analyst - Privacy / HIPAA exp. required,
,Unity Technologies Corporation,Functional / Business Analyst,
,CIMI Behavior Analytic Solutions,Board Certified Behavior Analyst (BCBA),"$50,000 - $60,000 a year"
"New York, NY 10016 (Murray Hill area)",AETNA,Data Science Analyst,
"Princeton, NJ 08542",TGS Management Company,Data Quality Analyst,
"New York, NY 10018 (Clinton area)",The Trevor Project,Data Analyst,
"New York, NY",Bloomberg,"Data Analyst - Environmental, Social, and Governance",
"New York, NY",New York City POLICE DEPARTMENT,Research and Data Analyst,"$75,504 - $86,830 a year"
"New York, NY 10005 (Financial District area)",The Buttonwood Tree,Data Science Intern,
"King of Prussia, PA",Greenphire,Data Analyst II,
"New York, NY 10279 (Tribeca area)",Vera Institute of Justice,"Data Analyst, Center on Immigration and Justice (CIJ)",
"Marlton, NJ 08053",Freedom Mortgage,Data Governance Analyst,
"Leola, PA 17540",Ross Technology,IT Data Analyst,"$65,000 - $75,000 a year"
"Philadelphia, PA 19019 (Somerton area)",Thermo Fisher Scientific,Data Scientist,
"Kearny, NJ","TekEdge Solution, INC.",Data Analyst,"$65,000 - $80,000 a year"
,IEH Laboratories,"Laboratory Analyst - Night Shift (Bloomsburg, PA)",
"New York, NY",BlueLabs Analytics,Data Analyst - NY,
"Philadelphia, PA 19106 (Society Hill area)",Chubb,Actuarial Analyst - Global Analytics,
"Wayne, PA 19087",Eastern Airlines LLC,Business Analyst - Data and Analytics,"$75,000 - $85,000 a year"
"Hunt Valley, MD",Alderson Loop,Data Analyst,
"King of Prussia, PA 19406",CluePoints,Clinical Data Analyst (US),
"Philadelphia, PA 19107 (Old City area)",Community Behavioral Health,Sr. Data Analyst,
"Owings Mills, MD",Alderson Loop,Market Research Data Analyst,
"Metuchen, NJ 08840","Franco Manufacturing Co., Inc.",Sales Analyst,
"Philadelphia, PA 19107 (Washington Square area)",Wodify,Business Analyst,
"Fairfield, NJ 07004",Jay Hill Repairs,Data Analyst,"$45,000 - $55,000 a year"
,Community Development Corp of Long Island,Data Analyst,$22 - $35 an hour
,utiliVisor,Billing Analyst,
,BrightFarms,Financial Analyst,"$60,000 - $80,000 a year"
,Fordham University,Senior Systems Analyst,
,Marathon Energy Corporation,Energy Analyst,
,Marathon Energy Corporation,"Energy Analyst (Syracuse or Buffalo, NY)",
,Confidential - AML Analyst,AML Analyst,$50 an hour
"Williamsville, NY 14221",AlignRx,Data Analyst,
New York State,Citizen,Data Analyst,
"Hicksville, NY",Vaco,Data Analyst,"$60,000 - $70,000 a year"
"New York, NY",Vericred,Data Analyst - Healthcare Provider Networks and Formularies,
New York State,Vee Search,Data Scientist Summer Internship (REMOTE),
,"Paulson Investment Company, LLC",Investment Banking Analyst (Life Science),"$40,000 - $90,000 a year"
"Amherst, NY 14226",AAA of Western & Central NY,Data Analyst,
"New York, NY",Talent Bundle LLC,Financial Data Analyst,"$88,000 - $130,000 a year"
New York State,Corsearch,Data Analyst,
"New York, NY 10010 (Flatiron District area)",FanDuel,Reporting Data Analyst,
"New York, NY",Prospect 33,Data Science Intern,
,Well Woven Inc.,Procurement Analyst,
,"Golden Krust Franchising, Inc.",Supply Chain Analyst,"$60,000 - $70,000 a year"
"New York, NY",The New York Times,"Data and Insights Analyst, Subscription Growth",
"New York, NY",YAI - Seeing Beyond Disability,Senior Data Analyst,
"New York, NY 10017 (Murray Hill area)",Consulting at McCann Health,Temporary Data Analyst,$20 an hour
"New York, NY",Bloomberg,Legal Data Analyst,
"New York, NY",Mount Sinai,Data Analyst I - Division of Infectious Disease,
"New York, NY 10007 (Tribeca area)",Relevant Healthcare Technologies,Health Center Data Analyst,
"New York, NY",Newspaper Administration,Data Analyst,
"Brooklyn, NY 11206 (Williamsburg area)",Madwell,Freelance Data Analyst,
"New York, NY",Pacific Investment Management Company LLC,Data Science Associate,
"New York, NY 10036 (Garment District area)",Ampersand,Data Science Engineer,"$100,000 - $200,000 a year"
"Ithaca, NY",Cayuga Medical Center,Data Analyst (CHI),
"New York, NY",Long Term Stock Exchange (LTSE),Data Analyst,
"Brooklyn, NY 11201",Etsy,Data Scientist,
"New York, NY","KGS Technology Group, Inc.",Entry Level Data Analyst & Data Engineer,"$55,000 - $60,000 a year"
"Manhattan, NY",VISITING NURSE SERVICE OF NEW YORK,Data Scientist Intern,
,Mavis Discount Tire,Senior Marketing Specialist Data & Analytics,
,Olean Area Federal Credit Union,Security Analyst,
"New York, NY 10005 (Financial District area)","Paulson Investment Company, LLC",Investment Banking Analyst (Life Science),"$40,000 - $90,000 a year"
"New York, NY",Mills College,Business Analyst,"$68,000 - $73,000 a year"
"New York, NY",Center For Policing Equity,Data Associate,
"Liverpool, NY 13090",Raymour and Flanigan,Business Intelligence Data Analyst,
"New York, NY",Tehrit Inc.,Data Lineage Developer,$70 - $80 an hour
"New York, NY 10022 (Midtown area)",FAJ Financial,Investment Performance Analyst,"$175,000 - $250,000 a year"
"New York, NY",New York Life Insurance Co,Data Analyst,
"Centereach, NY 11720",Community Development Corp of Long Island,Data Analyst,$22 - $35 an hour
"New York, NY",Source Enterprises,Data Scientist,
"New York, NY 10036 (Midtown area)",Brink's Incorporated,Data Processing & Performance Analyst,
,Mphasis,Contractor,
"New York, NY",The New York Times,Data Scientist,
"Ronkonkoma, NY 11779",Perfume Center of America,DATA ANALYST,
"Albany, NY 12208 (Whitehall area)","Research Foundation for Mental Hygiene, Inc.",Data Scientist,"$69,550 a year"
"New York, NY",Peloton,Supply Chain Data Analyst,
"New York, NY 10017 (Midtown area)",Mathison,Financial Data Analyst - NYC,"$80,000 - $112,590 a year"
"Rochester, NY",University of Rochester,"Data Analyst Programmer, Multiphoton Core",
"East Syracuse, NY 13057",KPH Healthcare Services,Business Data Analyst,
"New York, NY",Tishman Speyer,Data Analyst / Junior ML Analyst – Data Analytics,
"New York, NY 10001 (Flatiron District area)",Nutrafol,Data Analyst (Temporary Assignment),
"Queens, NY 11101",New York City DEPT OF HEALTH/MENTAL HYGIENE,Data Analyst,"$55,473 - $68,898 a year"
,Mphasis,Data Science Specialist USA,
"Monroe, NY","RRGP, Inc",Jr ETL Data Warehouse Modeling Developer,"$65,000 - $75,000 a year"
"Brooklyn, NY 11201",Etsy,"Data Scientist, Analytics",
New York State,ABI Research,Graduate Research Analyst - New York,
"New York, NY",RSG Media,Junior Business Analyst,
"New York, NY",Known,Senior Data Analyst,
"Wyandanch, NY",Federation of Organizations,Data Analyst,
"New York, NY 10017 (Turtle Bay area)",Guidepoint Global,"Healthcare Data Analyst, Qsight",
"New York, NY 10038 (Financial District area)",Endai,Data Analyst Entry Level,
"New York, NY",Ace-stack LLC,Healthcare Data/Reporting Analyst,$125 a day
"New York, NY 10014 (West Village area)",Museum of Ice Cream,People Operations & Data Analyst,
,Hirsch Law Group,Court Records Researcher/Data Miner - (Chicago),$15 an hour
,Society for Vascular Surgery,Statistician (part-time),
,i-Pharm Consulting,"Sr. Statistical Programmer - (100% REMOTE) - Excellent Pay, Benefits, PTO!","$115,000 - $140,000 a year"
"Chicago, IL",Cloudbigdata Technologies,Entry level Data Scientist,
"Chicago, IL 60606 (The Loop area)",Saggezza,Data Scientist,
"Chicago, IL",kraken,Data Scientist (Remote),
"Chicago, IL 60654 (Loop area)",Thrivent Financial,Data Scientist (remote),
"Chicago, IL",Thrivent,Data Scientist (remote),
"Chicago, IL",Waystar,Data Scientist,
"Chicago, IL",Goodway Group,Data Scientist,
"Chicago, IL",Photon,"Data Scientist | Chicago, IL",
"Chicago, IL",Capax Global LLC,Data Scientist,
"Chicago, IL 60606 (The Loop area)",MessageControl,Data Scientist,
"Chicago, IL",Big Bright International,DATA SCIENTIST,
"Lemont, IL 60439",Argonne National Laboratory,Data Scientist - Life Sciences,
"Chicago, IL 60611 (Near North Side area)",Strong Analytics,Data Scientist,
"Chicago, IL 60661 (Near West Side area)","Mastery Logistics Systems, Inc.",Senior Data Scientist,
"Chicago, IL",devwrx,Data Scientist,
"Chicago, IL 60604 (The Loop area)",Army Enterprise Marketing Office,Data Analyst or Scientist,
"Schaumburg, IL 60173",INX International Ink Co.,Data Scientist,
"Chicago, IL 60607 (Near West Side area)",STATS PERFORM,Data Scientist/AI Scientist,
"Chicago, IL",Wavicle Data Solutions,Data Scientist,
"Chicago, IL 60637 (Woodlawn area)",The University of Chicago,Computational Scientist-Secure Data,
"Northbrook, IL 60062",Underwriters Laboratories Inc.,Data Scientist,
"Chicago, IL","Amazon Web Services, Inc.",Data Scientist - Nationwide Opportunities,
"Chicago, IL",Colsh Consultants,Data Scientist,
"Lake County, IL",AbbVie,Data Scientist I,
"Chicago, IL",Toyota Research Institute,"Senior or Staff Research Scientist, Data Fusion, Automated Mapping Platform (AMP)",
"Chicago, IL 60654 (River North area)",AllianceChicago,Research Data Scientist,
,"Perceptronics Solutions, Inc",AI/Machine Learning Research Scientist,
"Chicago, IL",Kbyte Systems LLC.,Sr. BI Data Analyst / QlikSense,
"Chicago, IL 60606 (The Loop area)",West Monroe,Senior Data Scientist,
"Westmont, IL","JPMorgan Chase Bank, N.A.","Wealth Management, MIS Data Scientist, Associate",
"Chicago, IL 60607 (Near West Side area)",STATS PERFORM,Sr. Data Scientist/AI Scientist,
"Chicago, IL 60601 (The Loop area)",Kemper,Senior Data Scientist,
"Rosemont, IL 60018",Society for Vascular Surgery,Statistician (part-time),
"Chicago, IL 60610 (Goose Island area)",Uptake,Data Scientist,
"Chicago, IL 60606 (The Loop area)",Numerator,Senior Data Scientist,
"Northbrook, IL",CVS Health,"Data Scientist, Analytics Advisor",
"Chicago, IL",Alldus,Sr Data Scientist,
,Genius Sports Media,Sports Statistician,
"Chicago, IL 60654 (River North area)","Group O, Inc.",Senior Data Scientist,
"Chicago, IL 60614 (Lincoln Park area)",Leap,Senior Data Analyst,
"Naperville, IL 60563","KeHE Distributors, LLC",Data Scientist,
"Chicago, IL",ZLLIUS,Data Scientist Analytics,
"Chicago, IL 60606 (West Loop Gate area)",Capgemini,"IoT Data Scientist - Leadeship Role - Chicago, NY, Dallas, or Atlanta",
"Northbrook, IL",CVS Health,"Data Scientist - Health Outcomes, Advisor",
"Chicago, IL",Axiom Group,Quantitative Researcher,
"Chicago, IL",#TeamGoHealth,Senior Data Analyst,
"Chicago, IL 60601 (The Loop area)",Slalom Consulting,Practice Area Lead - Machine Learning - Data & Analytics,
"Lemont, IL 60439",Argonne National Laboratory,Postdoctoral Appointee – Computational and Data Scientist,
"Naperville, IL",ADM Tech Services,"Data Scientist, Advanced Data Analytics",
"Naperville, IL 60540",Ecolab,Sr Data Scientist,
"Lemont, IL 60439",Argonne National Laboratory,Computational Mathematician/Statistician,
"Chicago, IL",#TeamGoHealth,Senior Data Scientist,
"Chicago, IL 60647 (Avondale area)",Nielsen,Sr. Data Scientist (Multiple Openings),
"Chicago, IL 60602 (The Loop area)","Grubhub Holdings, Inc.",Sr. Data Scientist,
"Chicago, IL",The Climate Corporation,Lead Data Scientist - Deep Learning,
"Chicago, IL",CreditNinja,Sr Data Scientist,
"Chicago, IL",Chicago Public Schools,Senior Data Analyst,
"Chicago, IL 60661 (West Loop Gate area)",TransMarket Group,Junior Algorithmic Trader,
"Chicago, IL",Northern Trust Corp.,Senior Marketing Analyst,
"Chicago, IL",ZLLIUS,Artificial Intelligence,
"Chicago, IL",DRW,Quantitative Researcher,
"Chicago, IL",Kbyte Systems LLC.,SAS Analyst / Data Analytics /Sr. information Data Analyst,
"Chicago, IL 60606 (The Loop area)",Numerator,Machine Learning Engineer - Intern,
"Riverwoods, IL 60015",Discover Financial Services,Principal Data Science - IHM,
"Mt Pleasant, WI",Foxconn Technology Group,Sales Manager (Data Center),
"Schaumburg, IL",Zurich North America,"AVP, Senior Data Scientist",
"Schaumburg, IL 60173",Attadale Partners,Senior Data Scientist – Corporate Training,
"Chicago, IL 60606 (The Loop area)",Conversant Media,"Director, Decision Science",
"Lemont, IL 60439",Argonne National Laboratory,Postdoctoral Appointee - Computational Mathematician/Statistician,
"Chicago, IL 60661 (West Loop Gate area)",TransMarket Group,Senior Algorithmic Trader,
"Chicago, IL 60610 (Goose Island area)",Tempus,Senior Data & Machine Learning Scientist,
"Lake County, IL",AbbVie,"Associate, Data Sciences II",
,Noom Inc.,Senior Data Scientist (Remote-friendly),
,North America Service Center for Chinese Students/纽约留学生网美窝房产部,房产咨询顾问/Real Estate Consultant/ Real Estate Sales/ Analyst/Intern/Full time,"$80,000 - $150,000 a year"
"New York, NY 10011 (Flatiron District area)",Building Service 32BJ Benefit Funds,Data Scientist,
"New York, NY 10011 (Flatiron District area)",Bowery Farming,"Data Scientist, Analytics",
"New York, NY 10013 (Tribeca area)",1-800-Flowers,Junior Data Scientist,
"New York, NY",Pricesenz,Data Scientist,
"New York, NY",Amazon.com Services LLC,Data Scientist II – Seller Development,
"New York, NY 10012 (Greenwich Village area)",New York University,Programmer/Data Scientist (Researcher),
"Yorktown Heights, NY 10598",IBM,Quantum Data Scientist- Industial Process Sector,
"New York, NY",Altversity,Data Science & Machine Learning Research Intern,
"New York, NY",Facebook,"Data Scientist, Analytics- Instagram-Family Stories",
"New York, NY 10011 (Flatiron District area)",Spotify,"Data Scientist, SoundBetter",
New York State,Urbint,Data Scientist,
"New York, NY",viagogo,Data Scientist,
"New York, NY",Decode_M,Junior Data Scientist,
"New York, NY 10036 (Garment District area)",Booz Allen Hamilton,Data Scientist,
"New York, NY 10007 (Tribeca area)",Unite Us,Data Scientist,
"Painted Post, NY 14870",Corning,Statistician & Data Analysis Scientist,
"New York, NY",Amazon.com Services LLC,Sr. Data Scientist,
"New York, NY",Facebook,"Data Scientist, Analytics - Recruiting Products",
"New York, NY",RISIRISA,Data Scientist,
"Melville, NY",Catholic Health Services of Long Island,Data Scientist,
"New York, NY 10003 (Flatiron District area)",Casper,Data Scientist,
"New York, NY 10006 (Financial District area)",Doctors Without Borders | Médecins Sans Frontières,Data Scientist - People Analytics,
"New York, NY 10011 (Flatiron District area)",Spotify,"Data Scientist, Premium Products Discovery",
"New York, NY 10001 (Chelsea area)",Mars,"Data Scientist, Kinship - NYC/Portland",
"Carle Place, NY 11514",1-800-Flowers,Data Scientist,
"Brooklyn, NY 11211",Voice,Data Scientist,
"New York, NY",Noom US,"Data Scientist, Product Analytics",
"New York, NY 10011 (Greenwich Village area)",Tapestry,"Data Scientist, Recommendations",
"New York, NY",TMP Worldwide,Data Science Engineer,
"New York, NY 10016 (Murray Hill area)",AETNA,Senior Data Scientist - 71217BR,
"New York, NY 10011 (Flatiron District area)",Bowery Farming,Senior Data Scientist,
,Catasys,Senior AI Engineer,"$110,000 - $160,000 a year"
"New York, NY 10012 (Greenwich Village area)",New York University,Programmer/Data Scientist,
"New York, NY",Amazon.com Services LLC,Data Scientist - Forecasting,
"New York, NY",Riskified,Data Scientist - Market and Sales Analytics,
"New York, NY 10036 (Midtown area)","D. E. Shaw & Co., L.P.",People Analytics Data Scientist,
"Rochester, NY",L3Harris Technologies,Data Scientist,
"New York, NY 10017 (Midtown area)",Advan Research Corporation,Data Scientist,
"New York, NY",Amazon.com Services LLC,Data Scientist - Demand Forecasting,
"New York, NY 10012 (Greenwich Village area)",New York University,Research Scientist-Center for Data Science,
"New York, NY",PulsePoint,Data Scientist/Machine Learning,
"New York, NY",Schrödinger,Machine Learning Research Engineer,
"New York, NY","Amazon Web Services, Inc.",Data Scientist - Nationwide Opportunities,
"New York, NY",Amazon.com Services LLC,Applied Scientist,
"New York, NY 10007 (Tribeca area)",Flatiron Health,"Data Science Manager, RWE Machine Learning",
"New York, NY 10001 (Flatiron District area)",Noom Inc.,Senior Data Scientist (Remote-friendly),
"New York, NY",Ro,Staff Data Scientist,
"New York, NY 10010 (Gramercy area)",Tempus,Machine Learning Scientist - New York,
"New York, NY",The CARIAN Group,Data Scientist,
"New York, NY 10011 (Flatiron District area)",Spotify,Data Scientist – Machine Learning Platform,
"New York, NY",Microagility,Data Scientist,
,Grow Recruiting,"Sr. Staff Software Engineer (A.I. + Search, JVM/Spring Boot)","$170,000 - $200,000 a year"
,Capital One,"Senior Manager, Data Engineering",
"Yorktown Heights, NY 10598",IBM,Data Scientist- Financial Services Sector Industry,
"New York, NY","Two Sigma Investments, LLC.",Data Scientist - Strategic Data Science,
"New York, NY",Amazon.com Services LLC,"Data Scientist, Advertising",
"New York, NY 10022 (Turtle Bay area)",IFG Companies,Data Scientist,
"Yonkers, NY 10703 (Nepera Park area)",Consumer Reports,Senior Data Scientist,
"New York, NY 10018 (Clinton area)",Uber,2020 PhD Data Scientist Internship - Uber Eats (New York),
"New York, NY",Info Origin Inc,Senior Data Scientist,
"New York, NY",Amazon Advertising LLC,"Data Scientist – Experimentation, Analytics and Insights",
"New York, NY 10018 (Garment District area)",MediaMath,Data Scientist II,
"New York, NY",American Express,"Manager, Data Science",
"Seattle, WA 98134 (Industrial District area)",Starbucks,"data scientist, Operations Analytics -Seattle, WA",
"Seattle, WA",Course5 Intelligence,Data Scientist,
"Seattle, WA",University of Washington,DATA SCIENTIST,
"Redmond, WA",Microsoft,Full Time Opportunities for Students or Recent Graduates: Data & Applied Sciences,
"Seattle, WA 98102 (South Lake Union area)",Adaptive Biotechnologies,Data Scientist,
"Seattle, WA 98101 (Downtown area)",Hiya,Data Scientist,
"Bellevue, WA",T-Mobile,Sr Data Scientist,
"Seattle, WA",Wish,Data Scientist,
"Seattle, WA",Tableau,Senior Data Scientist,
"Seattle, WA 98101 (Downtown area)",Red Violet Inc.,Data Scientist,
"Bellevue, WA 98005 (Wilburton area)",Moxie Software,Data Scientist,
"Bellevue, WA",eBay Inc.,Data Scientist,
"Seattle, WA",University of Washington,SOFTWARE DEVELOPER/DATA SCIENTIST,
"Bellevue, WA 98004 (Downtown area)",Go With Her Enterprises,Data Scientist - Cyber Security - SQL,
"Seattle, WA",Koverse,Data Scientist,
"Seattle, WA 98104 (Pioneer Square area)",Integral Consulting Inc.,Environmental Scientist - Data Analytics/Statistics,
"Seattle, WA",Amazon.com Services LLC,"Data Scientist, Ad Sales Ops",
"Seattle, WA 98121 (Belltown area)",Zulily,"Senior Data Scientist, Machine Learning",
"Seattle, WA 98109 (Westlake area)",Pacific Northwest National Laboratory,"Data Scientist - Statistics, Mid-Career",
"Seattle, WA 98109 (South Lake Union area)",Allen Institute,Data Analyst I/II - Brain Science,
"Redmond, WA",Microsoft,SR. Data & Applied Scientist,
"Seattle, WA",Nestle USA,Statistical Modeling & Forecasting Scientist,
"Seattle, WA 98104 (Downtown area)",The Climate Corporation,Lead Data Scientist - Deep Learning,
"Seattle, WA 98121 (Denny Triangle area)",Convoy,Senior Data Scientist - Operations,
"Seattle, WA",Oracle,CMTS Applied ML/ Data Scientist (JoinOCI),
,Québec Immigration Office,Senior Machine Learning Developer (visa sponsorship for Canada),$55 - $67 an hour
"Seattle, WA",Amazon.com Services LLC,Data Scientist - Sustainable Packaging,
"Kirkland, WA",Docugami,Machine Learning / Data Scientist,
"Seattle, WA",Salesforce,Senior Data Scientist,
"Seattle, WA",University of Washington,IMPLEMENTATION SCIENCE DATA ANALYST,
"Redmond, WA",Microsoft,Senior Data Scientist,
"Seattle, WA 98121 (Belltown area)",Saykara,NLP / Machine Learning Engineers,
"Redmond, WA",Microsoft,Applied Scientist,
"Seattle, WA",Amazon.com Services LLC,"Data Scientist, AWS Specialized Sales",
"Kirkland, WA 98033 (Lake View area)",ServiceNow,Staff Data Scientist,
"Seattle, WA 98103 (Fremont area)",bluebird bio,Data Scientist / Computational Biologist,
"Bothell, WA 98011 (North Creek area)",Puget Sound Energy,Associate Data Scientist,
"Seattle, WA 98109 (Westlake area)",Pacific Northwest National Laboratory,Data Scientist in Artificial Intelligence - Intermediate,
"Redmond, WA",Microsoft,Content Developer - Data & AI,
"Seattle, WA",Tinuiti - 2,"Intern, Marketplace Analytics",
"Seattle, WA 98104 (Pioneer Square area)",Pioneer Square Labs,Senior Data Scientist,
"Seattle, WA",Amazon.com Services LLC,"Data Scientist, Alexa AI",
"Seattle, WA",Amazon.com Services LLC,Applied Scientist - Alexa Education,
"Seattle, WA",Amazon.com Services LLC,Data Scientist - WW Operations HR,
"Seattle, WA",Amazon.com Services LLC,Decision Scientist-Devices,
,Talent Acquisition Québec,AI Full Stack Developer at IBM (Visa Sponsorship for Canada),
"Seattle, WA","Amazon Dev Center U.S., Inc.",Applied Scientist,
"Seattle, WA 98101 (Downtown area)",Liberty Mutual Insurance,"Director II, Data Science","$153,300 - $201,600 a year"
"Seattle, WA",Apple,Applied Machine Learning Researcher,
"Seattle, WA",Frontend Arts,Machine Learning Developer,
"Seattle, WA",Snapchat,"Software Engineer, Machine Learning",
"Kirkland, WA 98033 (Lake View area)",Wyze Labs,Applied Scientist (Computer Vision),
"Seattle, WA 98103 (Wallingford area)",Outreach,"Senior Applied Scientist, Conversational Intelligence",
"Kirkland, WA 98033 (Lake View area)",Wyze Labs,Research/Applied Scientist Intern,
"Seattle, WA 98103 (Wallingford area)",Outreach,"Principal Applied Scientist, Conversational Intelligence",
"Seattle, WA",SpaceCurve,Principal Data Scientist,
"Redmond, WA",Facebook,"Research Scientist, Machine Learning (PhD)",
"Seattle, WA 98109 (South Lake Union area)",LivePerson,Sr. Data Scientist -Natural Language Processing,
"Seattle, WA",Amazon.com Services LLC,Sr Applied Scientist,
"Seattle, WA",Capgemini,Windows 10 Migration Engineer/ Data Engineer L1,
"Seattle, WA 98121 (Denny Triangle area)",Convoy,Senior Data Scientist - Demand,
"Redmond, WA 98052",Inabia Solutions and Consulting,Program Manager/ Data Scientist,
"Seattle, WA 98109 (Westlake area)",Pacific Northwest National Laboratory,Masters Intern - National Security Masters Intern â€“ Computing and Analytics (NSIP),
"Seattle, WA 98109 (Westlake area)",Pacific Northwest National Laboratory,Tech Student - National Security Undergraduate Intern â€“ Computing and Analytics (NSIP),
"Redmond, WA",Microsoft,Principal Data & Applied Scientist,
"Seattle, WA",Amazon.com Services LLC,"Business Intelligence Engineer, Alexa",
"Seattle, WA",Oracle,Principal ML(Speech) Data Scientist (JoinOCI),
"Seattle, WA 98109 (South Lake Union area)",Allen Institute,Scientist - Machine Learning,
,The American College of Radiology,Clinical Data Manager,
"Philadelphia, PA 19146 (Graduate Hospital area)",Children's Hospital of Philadelphia,Data Scientist I,
"Philadelphia, PA 19103",Boxplot,Data Scientist,"$30,000 a year"
"Philadelphia, PA 19146 (Graduate Hospital area)",Children's Hospital of Philadelphia,Data Scientist II - Cell & Gene Therapy,
"Philadelphia, PA 19146 (Graduate Hospital area)",Children's Hospital of Philadelphia,Imaging Data Scientist I,
"Camden, NJ 08103 (Central Waterfront area)",United States Cold Storage,Jr. Data Scientist,
"Philadelphia, PA 19130 (Logan Square area)",Clarivate Analytics,Data Scientist,
"Philadelphia, PA",Invent Analytics,Junior Data Scientist,
"Wyncote, PA 19095","Foot Locker, Inc.",DATA SCIENTIST,
"Philadelphia, PA",Information Consulting Services of Delaware Valley,Data Engineer / Data Scientist,
,IQVIA,Associate Dir- Machine Learning,
"Princeton, NJ",Bloomberg,Data Scientist - Economics,
"New York, NY",American Express,"Manager, Data Scientist",
"Philadelphia, PA",Clutch,Data Scientist,
"New York, NY",Building Service 32 BJ Funds,Data Scientist,
,Wells Fargo,Sr. Data Scientist (Cap Mkts-Apps Sys Eng 3),
"Conshohocken, PA 19428",INTERDIGITAL COMM CORP,Data Scientist,
"Philadelphia, PA 19104 (University City area)",Choosito,Machine Learning/Natural Language Generation Scientist,
"Wilmington, DE","Canopy One Solutions, Inc.",Data Scientist,$55 - $65 an hour
"Philadelphia, PA 19103 (Logan Square area)",Comcast,Data Scientist,
"Philadelphia, PA","Amazon Web Services, Inc.",Data Scientist - Nationwide Opportunities,
"New York, NY 10119 (Chelsea area)",Biz2Credit Inc,Data Scientist,
"Philadelphia, PA 19107 (Center City area)",Penn Interactive Ventures - Philadelphia,Senior Data Scientist,
"Philadelphia, PA",SAM Labs,Business Analyst Internship,
"Philadelphia, PA 19112",The GBS Group,Modeling and Simulation / MBSE Tools Data Scientist,
"Woodbridge, NJ 07095",Global Data Management Inc.,Jr Data Scientist,
"New York, NY",KKI Capital,Quantitative/Data Analyst Intern,
"Collegeville, PA 19426",GSK,Data Scientist,
"Philadelphia, PA 19112 (Navy Yard area)",Gryphon Technologies,Data Scientist Deputy,
,CSL Behring,Senior Statistical Programmer.,
"Newark, DE",DuPont,CMP R&D Data Scientist (Campus Hire),
"Malvern, PA",Vanguard,Data Scientist II,
"Trenton, NJ",ANB Sourcing LLC,Data Scientist (10+ yrs exp. required),$50 - $60 an hour
"New Brunswick, NJ",Johnson & Johnson Family of Companies,"Data Scientist, Data Sciences & Risk Management",
"Baltimore, MD 21218 (Midway-Coldstream area)",Association of Universities for Research in Astron...,Astronomical Data Scientist I - #0048665,
"New York, NY",eBay Inc.,"Data Scientist, Buyer Experience",
"Philadelphia, PA",University of Pennsylvania,Data Scientist,
"New Brunswick, NJ 08901",Bristol-Myers Squibb,"Associate Scientist, GxP, Sample & Data Management",
"Baltimore, MD 21218 (Johns Hopkins Homewood area)",Space Telescope Science Institute,Astronomical Data Scientist I,
"New York, NY 10019 (Midtown area)",Gallup,Data Scientist,
"Philadelphia, PA 19102 (City Center West area)","Data-Core System, Inc.","Data Science, Machine Learning & AI Consultant",
"Philadelphia, PA 19107 (City Center East area)","National Real Estate Development, LLC","Intern, Development Analyst",
"New York, NY",CLEAR - Corporate,Data Scientist,
"King of Prussia, PA 19406",CSL Behring,Data Scientist,
"Lancaster, PA",Eurofins USA BioPharma Services,Data Review Scientist,
"Philadelphia, PA 19106 (Old City area)",Federal Reserve Bank of Philadelphia,Internship- Information Technology- AI Algorithms with Application Code,
"New York, NY 10016 (Gramercy area)",Insider Inc,Data Scientist,
"New York, NY 10036 (Midtown area)",Spot.IM,"VP, Data Scientist",
"New York, NY 10003 (Flatiron District area)",Medidata Solutions,"Data Scientist/Engineer (SAS, R code, Python & Sql (Open to remote Workers))",
"West Chester, PA",HSN,Data Scientist,
"White Marsh, MD",Mariner Finance,Senior Data Scientist,
"Collegeville, PA 19426",GSK,"Scientist, Data, Methods and Analytics – Immuno-inflammation and Specialty Medicines",
"Denver, CO 80202 (Lodo area)",Evolve Vacation Rental,Sr. Data Scientist,
"Denver, CO 80202 (Union Station area)",McKinsey & Company,"Data Scientist, Agriculture and Commodities",
"Denver, CO",LogistiCare,Data Scientist- NLP,
"Denver, CO",VF Corporation,Senior Data Scientist,
"Denver, CO 80238",Frontdoor,Data Scientist,
"Denver, CO 80202 (Central Business District area)",Decentrix,DATA SCIENTIST,
,SPECTRUM,Principal Data Scientist,
"Boulder, CO",Pearson,Senior Data Scientist,
"Colorado Springs, CO 80920 (Briargate area)",LinQuest Corporation,Data Scientist,"$100,000 a year"
"Boulder, CO",The Trade Desk,Senior Data Scientist,
"Denver, CO",GutCheck,Senior Data Scientist,
"Denver, CO 80237 (Hampden South area)","Amazon Web Services, Inc.",Data Scientist - Nationwide Opportunities,
"Boulder County, CO","Boulder County, CO",Statistical Analyst,"$65,280 - $93,996 a year"
"Broomfield, CO 80021",ClientSolv Technologies,Data Scientist - W2 candidates,
"Boulder, CO 80301",LOCKHEED MARTIN CORPORATION,Research Scientist - Machine Learning,
"Denver, CO 80202 (Lodo area)",Comcast,"Eng 3, Machine Learning",
