location,company,title,salary
"Baltimore, MD 21202 (Barclay area)",Baltimore City Public Schools,Data Analyst - School Support,"$65,908 a year"
"Philadelphia, PA 19106 (Old City area)",Federal Reserve Bank of Philadelphia,Capital Markets Associate/Analyst,
"New Brunswick, NJ",Rutgers University,Data Analyst,
"Allentown, PA 18103",Lehigh Valley Health Network,CRM Data Analyst,
"New York, NY",First Notch Technology LLC,Entry Level Business Analyst,$28 - $35 an hour
,VIRTUA,Investigation Data Analyst - Privacy / HIPAA exp. required,
,Unity Technologies Corporation,Functional / Business Analyst,
,CIMI Behavior Analytic Solutions,Board Certified Behavior Analyst (BCBA),"$50,000 - $60,000 a year"
"New York, NY 10016 (Murray Hill area)",AETNA,Data Science Analyst,
"Princeton, NJ 08542",TGS Management Company,Data Quality Analyst,
"New York, NY 10018 (Clinton area)",The Trevor Project,Data Analyst,
"New York, NY",Bloomberg,"Data Analyst - Environmental, Social, and Governance",
"New York, NY",New York City POLICE DEPARTMENT,Research and Data Analyst,"$75,504 - $86,830 a year"
"New York, NY 10005 (Financial District area)",The Buttonwood Tree,Data Science Intern,
"King of Prussia, PA",Greenphire,Data Analyst II,
"New York, NY 10279 (Tribeca area)",Vera Institute of Justice,"Data Analyst, Center on Immigration and Justice (CIJ)",
"Marlton, NJ 08053",Freedom Mortgage,Data Governance Analyst,
"Leola, PA 17540",Ross Technology,IT Data Analyst,"$65,000 - $75,000 a year"
"Philadelphia, PA 19019 (Somerton area)",Thermo Fisher Scientific,Data Scientist,
"Kearny, NJ","TekEdge Solution, INC.",Data Analyst,"$65,000 - $80,000 a year"
,IEH Laboratories,"Laboratory Analyst - Night Shift (Bloomsburg, PA)",
"New York, NY",BlueLabs Analytics,Data Analyst - NY,
"Philadelphia, PA 19106 (Society Hill area)",Chubb,Actuarial Analyst - Global Analytics,
"Wayne, PA 19087",Eastern Airlines LLC,Business Analyst - Data and Analytics,"$75,000 - $85,000 a year"
"Hunt Valley, MD",Alderson Loop,Data Analyst,
"King of Prussia, PA 19406",CluePoints,Clinical Data Analyst (US),
"Philadelphia, PA 19107 (Old City area)",Community Behavioral Health,Sr. Data Analyst,
"Owings Mills, MD",Alderson Loop,Market Research Data Analyst,
"Metuchen, NJ 08840","Franco Manufacturing Co., Inc.",Sales Analyst,
"Philadelphia, PA 19107 (Washington Square area)",Wodify,Business Analyst,
"Fairfield, NJ 07004",Jay Hill Repairs,Data Analyst,"$45,000 - $55,000 a year"
,Community Development Corp of Long Island,Data Analyst,$22 - $35 an hour
,utiliVisor,Billing Analyst,
,BrightFarms,Financial Analyst,"$60,000 - $80,000 a year"
,Fordham University,Senior Systems Analyst,
,Marathon Energy Corporation,Energy Analyst,
,Marathon Energy Corporation,"Energy Analyst (Syracuse or Buffalo, NY)",
,Confidential - AML Analyst,AML Analyst,$50 an hour
"Williamsville, NY 14221",AlignRx,Data Analyst,
New York State,Citizen,Data Analyst,
"Hicksville, NY",Vaco,Data Analyst,"$60,000 - $70,000 a year"
"New York, NY",Vericred,Data Analyst - Healthcare Provider Networks and Formularies,
New York State,Vee Search,Data Scientist Summer Internship (REMOTE),
,"Paulson Investment Company, LLC",Investment Banking Analyst (Life Science),"$40,000 - $90,000 a year"
"Amherst, NY 14226",AAA of Western & Central NY,Data Analyst,
"New York, NY",Talent Bundle LLC,Financial Data Analyst,"$88,000 - $130,000 a year"
New York State,Corsearch,Data Analyst,
"New York, NY 10010 (Flatiron District area)",FanDuel,Reporting Data Analyst,
"New York, NY",Prospect 33,Data Science Intern,
,Well Woven Inc.,Procurement Analyst,
,"Golden Krust Franchising, Inc.",Supply Chain Analyst,"$60,000 - $70,000 a year"
"New York, NY",The New York Times,"Data and Insights Analyst, Subscription Growth",
"New York, NY",YAI - Seeing Beyond Disability,Senior Data Analyst,
"New York, NY 10017 (Murray Hill area)",Consulting at McCann Health,Temporary Data Analyst,$20 an hour
"New York, NY",Bloomberg,Legal Data Analyst,
"New York, NY",Mount Sinai,Data Analyst I - Division of Infectious Disease,
"New York, NY 10007 (Tribeca area)",Relevant Healthcare Technologies,Health Center Data Analyst,
"New York, NY",Newspaper Administration,Data Analyst,
"Brooklyn, NY 11206 (Williamsburg area)",Madwell,Freelance Data Analyst,
"New York, NY",Pacific Investment Management Company LLC,Data Science Associate,
"New York, NY 10036 (Garment District area)",Ampersand,Data Science Engineer,"$100,000 - $200,000 a year"
"Ithaca, NY",Cayuga Medical Center,Data Analyst (CHI),
"New York, NY",Long Term Stock Exchange (LTSE),Data Analyst,
"Brooklyn, NY 11201",Etsy,Data Scientist,
"New York, NY","KGS Technology Group, Inc.",Entry Level Data Analyst & Data Engineer,"$55,000 - $60,000 a year"
"Manhattan, NY",VISITING NURSE SERVICE OF NEW YORK,Data Scientist Intern,
,Mavis Discount Tire,Senior Marketing Specialist Data & Analytics,
,Olean Area Federal Credit Union,Security Analyst,
"New York, NY 10005 (Financial District area)","Paulson Investment Company, LLC",Investment Banking Analyst (Life Science),"$40,000 - $90,000 a year"
"New York, NY",Mills College,Business Analyst,"$68,000 - $73,000 a year"
"New York, NY",Center For Policing Equity,Data Associate,
"Liverpool, NY 13090",Raymour and Flanigan,Business Intelligence Data Analyst,
"New York, NY",Tehrit Inc.,Data Lineage Developer,$70 - $80 an hour
"New York, NY 10022 (Midtown area)",FAJ Financial,Investment Performance Analyst,"$175,000 - $250,000 a year"
"New York, NY",New York Life Insurance Co,Data Analyst,
"Centereach, NY 11720",Community Development Corp of Long Island,Data Analyst,$22 - $35 an hour
"New York, NY",Source Enterprises,Data Scientist,
"New York, NY 10036 (Midtown area)",Brink's Incorporated,Data Processing & Performance Analyst,
,Mphasis,Contractor,
"New York, NY",The New York Times,Data Scientist,
"Ronkonkoma, NY 11779",Perfume Center of America,DATA ANALYST,
"Albany, NY 12208 (Whitehall area)","Research Foundation for Mental Hygiene, Inc.",Data Scientist,"$69,550 a year"
"New York, NY",Peloton,Supply Chain Data Analyst,
"New York, NY 10017 (Midtown area)",Mathison,Financial Data Analyst - NYC,"$80,000 - $112,590 a year"
"Rochester, NY",University of Rochester,"Data Analyst Programmer, Multiphoton Core",
"East Syracuse, NY 13057",KPH Healthcare Services,Business Data Analyst,
"New York, NY",Tishman Speyer,Data Analyst / Junior ML Analyst – Data Analytics,
"New York, NY 10001 (Flatiron District area)",Nutrafol,Data Analyst (Temporary Assignment),
"Queens, NY 11101",New York City DEPT OF HEALTH/MENTAL HYGIENE,Data Analyst,"$55,473 - $68,898 a year"
,Mphasis,Data Science Specialist USA,
"Monroe, NY","RRGP, Inc",Jr ETL Data Warehouse Modeling Developer,"$65,000 - $75,000 a year"
"Brooklyn, NY 11201",Etsy,"Data Scientist, Analytics",
New York State,ABI Research,Graduate Research Analyst - New York,
"New York, NY",RSG Media,Junior Business Analyst,
"New York, NY",Known,Senior Data Analyst,
"Wyandanch, NY",Federation of Organizations,Data Analyst,
"New York, NY 10017 (Turtle Bay area)",Guidepoint Global,"Healthcare Data Analyst, Qsight",
"New York, NY 10038 (Financial District area)",Endai,Data Analyst Entry Level,
"New York, NY",Ace-stack LLC,Healthcare Data/Reporting Analyst,$125 a day
"New York, NY 10014 (West Village area)",Museum of Ice Cream,People Operations & Data Analyst,
